"id","suhu","kelembaban","suhuudara","ph","tds","created_at","updated_at","pompa_air","pompa_nutrisi","level_air","air_min"
"289","25.80","46.00","27.10","0.00","1053.00","2025-08-20 10:05:26","2025-08-20 10:05:26","0","0","7.50","10.00"
"290","25.80","46.00","27.10","0.00","1053.00","2025-08-20 10:05:39","2025-08-20 10:05:39","0","0","7.60","10.00"
"291","25.80","47.00","27.10","0.00","1053.00","2025-08-20 10:05:52","2025-08-20 10:05:52","0","0","7.50","10.00"
"292","25.80","47.00","27.10","0.00","1053.00","2025-08-20 10:06:06","2025-08-20 10:06:06","0","0","7.50","10.00"
"293","25.80","46.00","27.10","0.00","1053.00","2025-08-20 10:06:19","2025-08-20 10:06:19","0","0","7.60","10.00"
"294","25.80","46.00","27.10","0.00","1053.00","2025-08-20 10:06:33","2025-08-20 10:06:33","0","0","7.60","10.00"
"295","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:06:46","2025-08-20 10:06:46","0","0","7.50","10.00"
"296","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:07:00","2025-08-20 10:07:00","0","0","7.50","10.00"
"297","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:07:13","2025-08-20 10:07:13","0","0","7.50","10.00"
"298","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:07:26","2025-08-20 10:07:26","0","0","7.50","10.00"
"299","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:07:39","2025-08-20 10:07:39","0","0","7.50","10.00"
"300","25.70","46.00","27.10","0.00","1053.00","2025-08-20 10:07:53","2025-08-20 10:07:53","0","0","7.60","10.00"
"301","25.60","47.00","27.10","0.00","1053.00","2025-08-20 10:08:06","2025-08-20 10:08:06","0","0","7.50","10.00"
"302","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:08:22","2025-08-20 10:08:22","0","0","0.00","10.00"
"303","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:08:38","2025-08-20 10:08:38","0","0","7.50","10.00"
"304","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:08:51","2025-08-20 10:08:51","0","0","7.50","10.00"
"305","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:09:06","2025-08-20 10:09:06","1","0","13.30","10.00"
"306","25.60","46.00","27.20","0.00","1053.00","2025-08-20 10:09:20","2025-08-20 10:09:20","0","0","7.50","10.00"
"307","25.60","46.00","27.20","0.00","1053.00","2025-08-20 10:09:33","2025-08-20 10:09:33","0","0","7.50","10.00"
"308","25.60","47.00","27.10","0.00","1053.00","2025-08-20 10:09:47","2025-08-20 10:09:47","0","0","7.50","10.00"
"309","25.60","47.00","27.20","0.00","1053.00","2025-08-20 10:10:01","2025-08-20 10:10:01","0","0","7.50","10.00"
"310","25.60","47.00","27.60","0.00","1053.00","2025-08-20 10:10:14","2025-08-20 10:10:14","0","0","7.50","10.00"
"311","25.60","47.00","27.60","0.00","1053.00","2025-08-20 10:10:30","2025-08-20 10:10:30","0","0","0.00","10.00"
"312","25.60","47.00","27.10","0.00","1053.00","2025-08-20 10:10:43","2025-08-20 10:10:43","0","0","7.50","10.00"
"313","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:10:57","2025-08-20 10:10:57","0","0","7.60","10.00"
"314","25.60","46.00","27.10","0.00","1053.00","2025-08-20 10:11:10","2025-08-20 10:11:10","0","1","7.60","10.00"
"315","25.50","46.00","27.10","0.00","1053.00","2025-08-20 10:12:14","2025-08-20 10:12:14","0","0","7.60","10.00"
"316","25.50","47.00","26.20","0.00","1049.00","2025-08-20 10:13:17","2025-08-20 10:13:17","0","0","7.50","10.00"
"317","25.40","48.00","25.30","0.00","1049.00","2025-08-20 10:14:20","2025-08-20 10:14:20","0","0","7.50","10.00"
"318","25.40","49.00","24.50","0.00","1049.00","2025-08-20 10:15:22","2025-08-20 10:15:22","0","0","7.50","10.00"
